rodada,data,hora,local,casa,fora,gols_casa,gols_fora
32,05/11/2017,19:00,Maracanã - Rio de Janeiro - RJ,VAS,VIT,1,1
33,08/11/2017,19:30,Moisés Lucarelli - Campinas - SP,PON,GRE,0,1
33,08/11/2017,19:30,Ressacada - Florianopolis - SC,AVA,BAH,1,2
33,08/11/2017,21:00,Ilha do Retiro - Recife - PE,SPO,BOT,1,2
33,08/11/2017,21:00,Arena da Baixada - Curitiba - PR,ATL,COR,0,1
33,08/11/2017,21:45,Luso Brasileiro - Rio de Janeiro - RJ,FLA,CRU,2,0
33,08/11/2017,21:45,Vila Belmiro - Santos - SP,SAN,VAS,1,2
33,08/11/2017,21:45,Manoel Barradas - Salvador - BA,VIT,PAL,3,1
33,09/11/2017,20:00,Pacaembu - Sao Paulo - SP,SAO,CHA,2,2
33,09/11/2017,20:00,Independência - Belo Horizonte - MG,ATL,ATL,3,2
33,09/11/2017,21:00,Maracanã - Rio de Janeiro - RJ,FLU,COR,2,2
34,11/11/2017,17:00,Nilton Santos - Rio de Janeiro - RJ,BOT,ATL,0,1
34,11/11/2017,19:00,Arena Corinthians - Sao Paulo - SP,COR,AVA,1,0
34,12/11/2017,17:00,Alfredo Jaconi - Caxias do Sul - RS,GRE,VIT,1,1
34,12/11/2017,17:00,São Januário - Rio de Janeiro - RJ,VAS,SAO,1,1
34,12/11/2017,17:00,Olímpico Pedro Ludovico - Goiania - GO,ATL,SPO,2,0
34,12/11/2017,17:00,Allianz Parque - Sao Paulo - SP,PAL,FLA,2,0
34,12/11/2017,18:00,Arena Fonte Nova - Salvador - BA,BAH,ATL,2,2
34,12/11/2017,19:00,Mineirão - Belo Horizonte - MG,CRU,FLU,3,1
34,12/11/2017,19:00,Couto Pereira - Curitiba - PR,COR,PON,1,1
34,13/11/2017,20:00,Arena Condá - Chapeco - SC,CHA,SAN,2,0
35,15/11/2017,17:00,Moisés Lucarelli - Campinas - SP,PON,ATL,2,1
35,15/11/2017,19:30,Arena do Grêmio - Porto Alegre - RS,GRE,SAO,1,0
35,15/11/2017,19:30,Mineirão - Belo Horizonte - MG,CRU,AVA,2,2
35,15/11/2017,21:45,São Januário - Rio de Janeiro - RJ,VAS,ATL,1,1
35,15/11/2017,21:45,Arena Corinthians - Sao Paulo - SP,COR,FLU,3,1
35,16/11/2017,20:00,Arena Condá - Chapeco - SC,CHA,VIT,2,1
35,16/11/2017,20:00,Nilton Santos - Rio de Janeiro - RJ,BOT,ATL,1,2
35,16/11/2017,20:00,Allianz Parque - Sao Paulo - SP,PAL,SPO,5,1
35,16/11/2017,21:00,Couto Pereira - Curitiba - PR,COR,FLA,1,0
35,16/11/2017,21:00,Arena Fonte Nova - Salvador - BA,BAH,SAN,3,1
36,19/11/2017,17:00,Luso Brasileiro - Rio de Janeiro - RJ,FLA,COR,3,0
36,19/11/2017,17:00,Pacaembu - Sao Paulo - SP,SAO,BOT,0,0
36,19/11/2017,17:00,Manoel Barradas - Salvador - BA,VIT,CRU,1,1
36,19/11/2017,17:00,Olímpico Pedro Ludovico - Goiania - GO,ATL,CHA,1,1
36,19/11/2017,17:00,Ilha do Retiro - Recife - PE,SPO,BAH,1,0
36,19/11/2017,19:00,Arena da Baixada - Curitiba - PR,ATL,VAS,3,1
36,19/11/2017,19:00,Vila Belmiro - Santos - SP,SAN,GRE,1,0
36,19/11/2017,19:00,Independência - Belo Horizonte - MG,ATL,COR,3,0
36,20/11/2017,17:00,Maracanã - Rio de Janeiro - RJ,FLU,PON,2,0
36,20/11/2017,20:00,Ressacada - Florianopolis - SC,AVA,PAL,2,1
37,25/11/2017,17:00,Maracanã - Rio de Janeiro - RJ,FLU,SPO,1,2
37,26/11/2017,17:00,Arena do Grêmio - Porto Alegre - RS,GRE,ATL,1,1
37,26/11/2017,17:00,Ressacada - Florianopolis - SC,AVA,ATL,1,0
37,26/11/2017,17:00,Arena Corinthians - Sao Paulo - SP,COR,ATL,2,2
37,26/11/2017,17:00,Mineirão - Belo Horizonte - MG,CRU,VAS,0,1
37,26/11/2017,17:00,Couto Pereira - Curitiba - PR,COR,SAO,1,2
37,26/11/2017,17:00,Moisés Lucarelli - Campinas - SP,PON,VIT,2,3
37,26/11/2017,19:00,Arena Fonte Nova - Salvador - BA,BAH,CHA,0,1
37,26/11/2017,19:00,Luso Brasileiro - Rio de Janeiro - RJ,FLA,SAN,1,2
37,27/11/2017,20:00,Allianz Parque - Sao Paulo - SP,PAL,BOT,2,0
38,03/12/2017,17:00,Nilton Santos - Rio de Janeiro - RJ,BOT,CRU,2,2
38,03/12/2017,17:00,São Januário - Rio de Janeiro - RJ,VAS,PON,2,1
38,03/12/2017,17:00,Vila Belmiro - Santos - SP,SAN,AVA,1,1
38,03/12/2017,17:00,Morumbi - Sao Paulo - SP,SAO,BAH,1,1
38,03/12/2017,17:00,Independência - Belo Horizonte - MG,ATL,GRE,4,3
38,03/12/2017,17:00,Arena da Baixada - Curitiba - PR,ATL,PAL,3,0
38,03/12/2017,17:00,Ilha do Retiro - Recife - PE,SPO,COR,1,0
38,03/12/2017,17:00,Manoel Barradas - Salvador - BA,VIT,FLA,1,2
38,03/12/2017,17:00,Olímpico Pedro Ludovico - Goiania - GO,ATL,FLU,1,1
38,03/12/2017,17:00,Arena Condá - Chapeco - SC,CHA,COR,2,1
